4.139702,2.733615
3.841192,1.758247
3.936868,2.313275
4.271407,3.550696
3.726745,2.134095
3.604984,1.665262
3.902857,2.230154
4.235187,2.137858
4.15302,3.532128
4.183434,2.169422
3.615804,2.19999
4.031523,2.593194
4.048603,2.710984
3.797507,1.544666
3.656086,1.967802
3.832686,2.21923
3.331829,0.3876
4.188315,3.253987
4.004297,3.087533
4.060048,2.358582
3.6881779999999997,1.349141
4.339008,3.470493
4.027819,2.421255
3.85388,2.42597
4.13847,2.66846
3.876923,2.266554
3.88406,0.772287
4.49773,2.483166
3.82137,1.231615
3.826497,2.252661
3.71049,1.264121
3.821011,1.564746
4.156964,2.829029
4.301706,3.098268
4.046805,1.904116
3.8397259999999998,1.756602
3.953927,3.097754
3.987853,2.363526
4.3044910000000005,2.737225
4.3432010000000005,3.208116
4.229489,2.500417
3.724786,2.01098
3.869392,1.254223
3.563963,1.10736
4.384375,2.907705
3.98454,2.352885
3.6569089999999997,2.94319
3.07062,0.998478
3.805211,1.765079
4.22793,2.823541
4.009749,1.886768
4.10754,2.438407
4.275419,2.703805
4.141157,2.255595
4.195151,3.07855
3.48537,2.199227
3.674233,2.226293
4.305861,2.907321
3.703152,2.151363
3.961392,2.197514
4.145795,2.646497
3.784409,2.341387
3.849,3.295455
3.6141550000000002,1.640337
3.635573,1.467327
3.871934,2.028994
4.665215,3.018295
3.623941,2.850993
3.678263,2.319049
4.1967110000000005,2.886156
4.297122,3.464056
3.981246,2.647911
4.144982,2.41453
4.238695,2.558922
3.451582,1.250684
4.218825,1.880997
4.144273,2.76745
3.821284,1.792006
3.883612,2.346644
4.090063,1.734813
4.2171970000000005,2.555323
3.721657,1.712878
3.926898,2.360402
3.763743,2.620557
3.82312,2.389423
3.863538,1.777975
4.022797,2.6507
3.880993,3.204079
4.672382,2.883781
4.034966,2.70461
4.219119,3.712571
4.352773,2.863364
3.9046380000000003,2.667866
3.825133,2.228496
3.6647920000000003,1.754883
3.781115,2.318086
3.812161,2.91094
4.132415,2.871747
4.160577,2.711191
3.492752,1.816265
3.939463,2.501092
4.149977,2.136054
4.344602,2.635932
4.250874,2.410045
3.547456,1.457776
4.210696,2.933748
3.824777,2.05938
3.6986980000000003,1.691296
3.86645,2.311156
3.994579,2.354744
4.140191,2.433931
4.4132549999999995,2.49248
4.182309,1.805665
4.042296,2.193871
4.245341,2.75646
3.291478,1.656996
3.8155390000000002,2.757994
4.206608,2.089986
4.274888,2.710906
3.8884499999999997,2.73046
4.192978,3.454474
4.355965,3.488492
4.0498270000000005,2.818313
3.540507,1.061232
3.949239,2.868871
3.741944,1.660546
3.936386,2.605315
4.027402,3.110247
4.278843,3.641748
3.8392020000000002,2.600574
3.5512230000000002,2.01565
3.9762779999999998,2.704039
4.245273,2.53996
4.109731,2.965143
4.178187,2.4293
4.199763,2.638
3.980875,2.966834
3.741622,2.040516
3.965505,2.184603
4.106777,2.803701
4.154803,2.202332
4.009422,2.221025
4.140961,2.677672
3.943796,2.621527
4.1344840000000005,2.423283
4.193504,1.886465
3.4728,1.284559
4.364689,2.918227
4.183728,3.001711
4.0992239999999995,2.581489
4.118817,2.685019
4.636292,4.244579
3.368174,1.242387
3.541549,1.746077
3.880436,2.315547
4.078366,2.77331
4.24015,2.874256
4.608137,3.099743
3.240983,0.934552
3.764794,1.123949
4.02052,2.419339
4.407254,2.213178
3.955941,2.588682
4.062143,2.430969
3.613897,1.626592
3.762795,1.488212
4.098834,3.349313
3.889457,2.333309
4.104297,2.143793
4.118925,2.105746
4.331475,2.753872
3.767953,1.838581
3.742302,2.286625
3.826405,2.156319
4.120717,2.140101
4.0993189999999995,1.97463
4.068926,1.991674
4.248385,3.033478
3.824439,2.135136
4.590628,2.904829
4.061682,2.85827
4.087935,2.891536
3.9134640000000003,1.24493
4.517946,3.303134
4.395557,3.556649
3.755635,1.568628
3.510011,2.31732
4.205647,2.565655
3.9507339999999997,1.990611
3.664588,1.30269
3.674535,1.90433
4.095477,2.357726
3.778645,2.466757
3.721538,2.000887
4.189067,2.420666
4.271259,2.961831
4.156138,2.75441
4.388709,3.134181
4.402899,3.307737
3.993693,2.366781
4.209976,1.95391
4.20308,3.011044
4.3394189999999995,3.323511
4.260753,2.528222
3.977886,2.825517
3.791783,2.649795
4.2005490000000005,2.490346
4.618232,3.698338
4.234389,2.518819
4.2159320000000005,2.641973
3.658372,2.206621
4.22272,2.293601
3.887709,1.694769
4.145121,2.79456
3.818614,2.716938
3.757523,1.787576
3.573114,1.143079
3.335722,1.753016
3.552398,1.683661
3.736425,2.700532
3.721923,2.574019
4.148842,2.348743
3.933958,2.142985
3.708982,2.464674
4.567081,3.493563
3.558151,1.346539
4.114852,2.639349
3.702617,1.651386
3.861787,0.705062
3.610685,1.554591
3.949663,2.651311
3.868865,1.919285
4.285199,2.764176
4.028614,2.076403
4.3452079999999995,2.772443
4.711413,2.947552
4.231238,2.362012
3.6733729999999998,2.234965
3.731379,2.073407
3.982082,1.995146
3.739556,2.184786
4.060084,2.682005
3.889491,2.670974
4.307968,3.274561
3.929786,2.324178
3.47111,1.55416
4.003688,2.214681
3.89798,1.775343
4.389172,2.360466
4.14843,2.183087
4.121917,2.868526
3.857468,1.620914
3.466169,1.767866
3.744562,2.529101
3.840508,2.181622
3.91434,3.003769
4.063534,2.312693
4.000292,1.755024
4.1558150000000005,2.605164
3.9048410000000002,1.893634
3.9480399999999998,2.037407
3.563557,1.657632
4.009654,1.77259
3.699645,1.608296
3.228182,0.272466
3.478009,1.52148
3.760313,2.322533
4.3686799999999995,3.711809
3.836167,2.270121
3.59657,2.182233
3.752844,2.504742
4.251347,2.614502
3.506131,1.361503
4.7308140000000005,3.66905
3.803739,1.735007
4.096071,1.930676
4.107068,3.018337
3.304027,1.188171
4.168526,2.639515
4.127998,2.72382
4.420158,2.976006
4.071416,2.973844
3.920965,2.053323
3.916799,2.905111
3.943184,2.453201
3.506328,1.420487
4.018801,2.347883
4.404964,2.856561
4.03408,1.83607
3.54142,1.616445
4.711875,4.220673
3.966922,1.840609
3.9089739999999997,1.597787
3.888538,2.966529
3.922349,2.659038
4.355664,2.577421
3.820931,1.274825
4.598895,3.778294
