4.507963,3.583838
3.762264,3.115413
3.771012,1.511432
3.993575,2.654952
5.291994,4.012805
4.415686,4.500801
4.123678,2.312248
4.090242,2.218682
4.306204,3.397127
4.581054,3.252012
3.860119,1.555665
4.496954,3.437242
4.3218,3.056197
4.070747,2.152519
3.8814859999999998,1.858597
3.914646,1.582069
3.6180060000000003,1.930031
3.75976,3.54141
3.89459,1.878102
3.881136,1.176754
3.927154,2.246127
4.1298189999999995,2.587574
3.8292479999999998,2.434743
4.107665,2.827275
4.452981,3.0675
3.853258,2.505995
3.523154,1.737336
4.337963,3.41822
3.936174,2.695303
4.204536,3.156279
3.800571,2.490499
4.348465,3.095946
4.312015,2.3594
3.552675,2.00139
4.318875,4.028028
4.048792,2.935716
4.160193,3.002277
3.5444750000000003,1.517157
3.838189,2.814158
3.9229469999999997,2.281023
4.33384,2.50387
4.388984,3.441846
4.001568,2.913492
4.1044979999999995,2.185338
3.78285,1.612148
3.805406,2.542248
4.7093609999999995,4.071289
3.914934,2.56658
3.556455,1.121539
3.519443,1.235955
3.962876,1.757127
3.8984550000000002,2.03206
3.9247009999999998,1.98214
4.256629,2.860007
4.2818369999999994,2.162817
3.408425,1.977689
4.019685,1.602333
4.209788,2.421603
3.83853,1.006944
3.695121,1.6104
4.734426,2.764091
4.027403,1.610072
3.8507730000000002,2.248697
4.146902,2.146001
3.678919,0.993064
3.750553,1.875453
3.813219,2.837077
4.060914,2.404399
3.996533,3.233092
4.000241,2.179249
3.946348,2.224567
3.604689,2.320999
3.625503,1.802311
3.66248,2.118814
3.833468,3.166982
4.094241,2.353808
3.816722,1.872156
4.163793,2.247106
4.163569,3.342617
3.826966,2.023054
3.756568,1.855489
4.346624,4.148305
4.3821840000000005,2.499525
3.569899,1.904769
4.141692,2.936727
3.231532,0.937029
3.798879,2.713126
4.174238,2.675199
4.015942,2.530224
4.100473,3.002564
3.842362,2.788296
3.764838,2.231286
4.3348960000000005,3.055076
4.0670020000000005,3.307862
4.110231,2.313181
3.91479,2.267839
3.947591,2.434474
4.192588,2.945326
4.393079,2.613493
4.098601,2.828439
3.806816,1.704565
4.248073,2.543879
